Id	N_Victimas	Fecha_Siniestro	Hora	Lugar_Del_Hecho	Tipo_De_Calle	Comuna	Pos_X	Pos_Y	Victima	Acusado	Rol	Sexo	Edad	Fecha_Fallecimiento	Semestre	Hora_Siniestro	Anio_Siniestro	Mes_Siniestro	Dia_Siniestro	Anio_Fallecimiento	Mes_Fallecimiento	Dia_Fallecimiento	Dia_Semana_Siniestro	Dia_Semana_Fallecimiento
2016-0001	1	01/01/2016	4:00	AV PIEDRA BUENA Y AV FERNANDEZ DE LA CRUZ	AVENIDA	8	-58,47533969	-34,68757022	Moto	Auto	CONDUCTOR	MASCULINO	19	01/01/2016	1	4	2016	1	1	2016	1	1	viernes	viernes
2016-0003	1	03/01/2016	7:00	AV ENTRE RIOS 2034	AVENIDA	1	-58,39040293	-34,63189362	Moto	Auto	CONDUCTOR	MASCULINO	30	03/01/2016	1	7	2016	1	3	2016	1	3	domingo	domingo
2016-0004	1	10/01/2016	0:00	AV LARRAZABAL Y GRAL VILLEGAS CONRADO	AVENIDA	8	-58,46503904	-34,68092974	Moto	Sd	CONDUCTOR	MASCULINO	18	10/01/2016	1	0	2016	1	10	2016	1	10	domingo	domingo
2016-0005	1	21/01/2016	5:20	AV SAN JUAN Y PRESIDENTE LUIS SAENZ PEÑA	AVENIDA	1	-58,38718297	-34,6224663	Moto	Pasajeros	CONDUCTOR	MASCULINO	29	01/02/2016	1	5	2016	1	21	2016	2	1	jueves	lunes
2016-0008	1	24/01/2016	18:30	AV 27 DE FEBRERO Y AV ESCALADA	AVENIDA	8	-58,44451316	-34,68475866	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	30	24/01/2016	1	18	2016	1	24	2016	1	24	domingo	domingo
2016-0010	1	29/01/2016	15:20	AV GENERAL PAZ Y AV DE LOS CORRALES	AVENIDA	9	-58,50877521	-34,66977709	Moto	Auto	CONDUCTOR	MASCULINO	18	29/01/2016	1	15	2016	1	29	2016	1	29	viernes	viernes
2016-0012	1	08/02/2016	1:20	AV BELGRANO Y BERNARDO DE IRIGOYEN	AVENIDA	1	-58,38048577	-34,61303893	Moto	Cargas	CONDUCTOR	MASCULINO	22	08/02/2016	1	1	2016	2	8	2016	2	8	lunes	lunes
2016-0031	1	08/03/2016	12:30	AV GRAL PAZ Y AV CNEL ROCA	AVENIDA	8	-58,47064556	-34,69843756	Moto	Pasajeros	CONDUCTOR	MASCULINO	21	08/03/2016	1	12	2016	3	8	2016	3	8	martes	martes
2016-0035	1	13/03/2016	6:00	AV CORRIENTES Y AV CALLAO	AVENIDA	3	-58,39228965	-34,60443527	Moto	Pasajeros	CONDUCTOR	MASCULINO	34	13/03/2016	1	6	2016	3	13	2016	3	13	domingo	domingo
2016-0037	1	19/03/2016	11:00	AV. EVA PERON Y QUIRNO	AVENIDA	7	-58,46275892	-34,64358293	Moto	Moto	CONDUCTOR	MASCULINO	20	19/03/2016	1	11	2016	3	19	2016	3	19	sabado	sabado
2016-0039	1	23/03/2016	1:50	BARTOLOME MITRE Y AV PUEYRREDON	AVENIDA	3	-58,40603217	-34,6088396	Moto	Pasajeros	CONDUCTOR	MASCULINO	20	23/03/2016	1	1	2016	3	23	2016	3	23	miercoles	miercoles
2016-0044	1	31/03/2016	19:40	AV JOSE MARIA MORENO Y BALBASTRO	AVENIDA	7	-58,43213235	-34,63693953	Moto	Multiple	CONDUCTOR	MASCULINO	24	31/03/2016	1	19	2016	3	31	2016	3	31	jueves	jueves
2016-0045	1	11/04/2016	10:25	AV GRAL PAZ Y AV DEL LIBERTADOR	AVENIDA	13	-58,46743471	-34,53476874	Moto	Sd	CONDUCTOR	MASCULINO	42	11/04/2016	1	10	2016	4	11	2016	4	11	lunes	lunes
2016-0051	1	20/04/2016	4:00	AV AMANCIO ALCORTA Y BONAVENA	AVENIDA	4	-58,40623949	-34,65076549	Moto	Cargas	CONDUCTOR	MASCULINO	36	20/04/2016	1	4	2016	4	20	2016	4	20	miercoles	miercoles
2016-0056	1	26/04/2016	4:45	AV LUIS MARIA CAMPOS 30	AVENIDA	14	-58,42957885	-34,57660058	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	26	26/04/2016	1	4	2016	4	26	2016	4	26	martes	martes
2016-0068	1	22/05/2016	22:00	AV FIGUEROA ALCORTA Y AV PUEYRREDON	AVENIDA	2	-58,39056593	-34,58418569	Moto	Pasajeros	CONDUCTOR	MASCULINO	58	22/05/2016	1	22	2016	5	22	2016	5	22	domingo	domingo
2016-0078	1	13/06/2016	23:01	AV BELGRANO Y AV JUJUY	AVENIDA	3	-58,40491455	-34,6146383	Moto	Moto	CONDUCTOR	MASCULINO	30	13/06/2016	1	23	2016	6	13	2016	6	13	lunes	lunes
2016-0081	1	22/06/2016	7:42	AV CRISOLOGO LARRALDE Y MACHAIN	AVENIDA	12	-58,4872106	-34,55904606	Moto	Auto	CONDUCTOR	MASCULINO	40	22/06/2016	1	7	2016	6	22	2016	6	22	miercoles	miercoles
2016-0092	1	15/07/2016	11:00	AV GRAL PAZ Y AV LIBERTADOR	AVENIDA	13	-58,46743471	-34,53476874	Moto	Cargas	CONDUCTOR	MASCULINO	24	15/07/2016	2	11	2016	7	15	2016	7	15	viernes	viernes
2016-0095	1	23/07/2016	6:12	MERCEDES Y AV GRAL MOSCONI	AVENIDA	11	-58,51713095	-34,59546519	Moto	Auto	CONDUCTOR	MASCULINO	29	23/07/2016	2	6	2016	7	23	2016	7	23	sabado	sabado
2016-0100	1	03/08/2016	23:27	AV GRAL PAZ  Y DONADO	AVENIDA	12	-58,49491054	-34,54795581	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	57	03/08/2016	2	23	2016	8	3	2016	8	3	miercoles	miercoles
2016-0102	1	10/08/2016	23:37	AV EVA PERON Y JOSE LEON SUAREZ	AVENIDA	9	-58,50011639	-34,67316502	Moto	Cargas	CONDUCTOR	MASCULINO	29	10/08/2016	2	23	2016	8	10	2016	8	10	miercoles	miercoles
2016-0104	1	14/08/2016	21:15	ZINNY Y AV SANTIAGO DE COMPOSTELA	AVENIDA	9	-58,46635001	-34,65624369	Moto	Pasajeros	CONDUCTOR	MASCULINO	21	15/08/2016	2	21	2016	8	14	2016	8	15	domingo	lunes
2016-0116	1	02/09/2016	20:20	AV 27 DE FEBRERO Y AV ESCALADA	AVENIDA	8	-58,44451316	-34,68475866	Moto	Auto	CONDUCTOR	MASCULINO	30	02/09/2016	2	20	2016	9	2	2016	9	2	viernes	viernes
2016-0133	1	14/10/2016	0:05	AV LAS HERAS Y SANCHEZ DE BUSTAMANTE	AVENIDA	14	-58,40204698	-34,5834269	Moto	Auto	CONDUCTOR	MASCULINO	41	25/10/2016	2	0	2016	10	14	2016	10	25	viernes	martes
2016-0134	1	23/10/2016	5:00	AV PIEDRA BUENA Y 2 DE ABRIL 1982	AVENIDA	8	-58,48935287	-34,67648597	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	25	23/10/2016	2	5	2016	10	23	2016	10	23	domingo	domingo
2016-0137	1	25/10/2016	0:39	AV SAN MARTIN Y LADINES	AVENIDA	11	-58,51537091	-34,59035925	Moto	Moto	CONDUCTOR	MASCULINO	30	25/10/2016	2	0	2016	10	25	2016	10	25	martes	martes
2016-0142	1	05/11/2016	23:30	AV DEL LIBERTADOR Y AV RAMOS MEJIA	AVENIDA	1	-58,37533517	-34,59276462	Moto	Pasajeros	CONDUCTOR	MASCULINO	46	05/11/2016	2	23	2016	11	5	2016	11	5	sabado	sabado
2016-0143	1	06/11/2016	4:41	AV 27 DE FEBRERO Y AV ESCALADA	AVENIDA	8	-58,44451316	-34,68475866	Moto	Sd	CONDUCTOR	MASCULINO	35	06/11/2016	2	4	2016	11	6	2016	11	6	domingo	domingo
2016-0145	1	07/11/2016	20:56	AV DEL LIBERTADOR Y LA PAMPA	AVENIDA	13	-58,44523595	-34,55953855	Moto	Auto	CONDUCTOR	MASCULINO	39	07/11/2016	2	20	2016	11	7	2016	11	7	lunes	lunes
2016-0148	1	16/11/2016	22:20	AV GARMENDIA 4895	AVENIDA	15	-58,46536113	-34,59484504	Moto	Moto	CONDUCTOR	MASCULINO	42	16/11/2016	2	22	2016	11	16	2016	11	16	miercoles	miercoles
2016-0152	1	23/11/2016	21:10	AV PERITO MORENO Y ZUVIRIA	AVENIDA	7	-58,46451841	-34,64991946	Moto	Auto	CONDUCTOR	MASCULINO	42	24/11/2016	2	21	2016	11	23	2016	11	24	miercoles	jueves
2016-0154	1	26/11/2016	14:14	AV GRAL PAZ 15200	AVENIDA	8	-58,49007772	-34,68251141	Moto	Moto	CONDUCTOR	MASCULINO	38	26/11/2016	2	14	2016	11	26	2016	11	26	sabado	sabado
2016-0156	1	26/11/2016	19:40	AV INDEPENDENCIA Y DEAN FUNES	AVENIDA	3	-58,40638983	-34,61943202	Moto	Pasajeros	CONDUCTOR	MASCULINO	23	30/11/2016	2	19	2016	11	26	2016	11	30	sabado	miercoles
2016-0157	1	03/12/2016	6:40	AV JUAN B JUSTO 5645	AVENIDA	11	-58,47576807	-34,61740997	Moto	Moto	CONDUCTOR	MASCULINO	23	03/12/2016	2	6	2016	12	3	2016	12	3	sabado	sabado
2016-0163	1	10/12/2016	7:30	AV GRAL PAZ Y AV GENERAL MOSCONI	AVENIDA	11	-58,52340614	-34,59798754	Moto	Auto	CONDUCTOR	MASCULINO	23	10/12/2016	2	7	2016	12	10	2016	12	10	sabado	sabado
2016-0168	1	13/12/2016	10:40	AV LA PLATA Y CNEL GREGORIO POMAR	AVENIDA	4	-58,42323628	-34,64119105	Moto	Auto	CONDUCTOR	MASCULINO	43	13/12/2016	2	10	2016	12	13	2016	12	13	martes	martes
2016-0169	1	15/12/2016	15:30	NUÑEZ Y AV RICARDO BALBIN	AVENIDA	12	-58,47935434	-34,55676497	Moto	Pasajeros	CONDUCTOR	MASCULINO	24	16/12/2016	2	15	2016	12	15	2016	12	16	jueves	viernes
2016-0172	1	26/12/2016	8:00	AV GARAY Y CASTRO	AVENIDA	5	-58,41918902	-34,63174259	Moto	Cargas	CONDUCTOR	MASCULINO	38	26/12/2016	2	8	2016	12	26	2016	12	26	lunes	lunes
2016-0173	1	26/12/2016	19:52	AV DIRECTORIO Y AV SAN PEDRITO	AVENIDA	7	-58,46749188	-34,63551751	Moto	Cargas	CONDUCTOR	MASCULINO	35	26/12/2016	2	19	2016	12	26	2016	12	26	lunes	lunes
2016-0176	1	28/12/2016	1:41	AV BELGRANO Y AV PASEO COLON	AVENIDA	1	-58,36956186	-34,61232875	Moto	Pasajeros	CONDUCTOR	MASCULINO	28	28/12/2016	2	1	2016	12	28	2016	12	28	miercoles	miercoles
2017-0001	1	02/01/2017	1:00	AV. JUAN B JUSTO Y ACHUPALLAS	AVENIDA	11	-58,4659423	-34,61028571	Moto	Cargas	CONDUCTOR	MASCULINO	18	02/01/2017	1	1	2017	1	2	2017	1	2	lunes	lunes
2017-0010	1	16/01/2017	16:30	AV. DIRECTORIO Y RIGLOS	AVENIDA	6	-58,4356488	-34,62828656	Moto	Auto	CONDUCTOR	MASCULINO	23	16/01/2017	1	16	2017	1	16	2017	1	16	lunes	lunes
2017-0017	1	06/02/2017	8:00	AV. JUAN B JUSTO Y PARAGUAY	AVENIDA	14	-58,429012	-34,58095431	Moto	Auto	CONDUCTOR	MASCULINO	32	06/02/2017	1	8	2017	2	6	2017	2	6	lunes	lunes
2017-0018	1	09/02/2017	7:00	AV. GRAL. PAZ Y AV. DE LOS CORRALES	AVENIDA	9	-58,50877521	-34,66977709	Moto	Auto	CONDUCTOR	MASCULINO	30	09/02/2017	1	7	2017	2	9	2017	2	9	jueves	jueves
2017-0025	1	24/02/2017	17:05	AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE	AVENIDA	7	-58,43614426	-34,6542464	Moto	Sd	CONDUCTOR	MASCULINO	23	24/02/2017	1	17	2017	2	24	2017	2	24	viernes	viernes
2017-0037	1	31/03/2017	3:00	AV. INDEPENDENCIA Y VIRREY CEVALLOS	AVENIDA	1	-58,38896772	-34,61799615	Moto	Cargas	CONDUCTOR	MASCULINO	41	31/03/2017	1	3	2017	3	31	2017	3	31	viernes	viernes
2017-0047	1	23/04/2017	6:30	AV. ARGENTINA Y AV. CORVALAN	AVENIDA	8	-58,46713742	-34,6719879	Moto	Auto	CONDUCTOR	MASCULINO	37	23/04/2017	1	6	2017	4	23	2017	4	23	domingo	domingo
2017-0062	1	15/05/2017	16:00	AV. JUAN B JUSTO Y SAN BLAS	AVENIDA	10	-58,51262106	-34,63395999	Moto	Cargas	CONDUCTOR	MASCULINO	35	15/05/2017	1	16	2017	5	15	2017	5	15	lunes	lunes
2017-0067	1	23/05/2017	2:45	AV. DIRECTORIO Y AV. JOSE MARIA MORENO	AVENIDA	6	-58,4338197	-34,62801894	Moto	Cargas	CONDUCTOR	MASCULINO	21	23/05/2017	1	2	2017	5	23	2017	5	23	martes	martes
2017-0068	1	27/05/2017	19:50	AV. TTE. FRANCISCO RABANAL 2950	AVENIDA	8	-58,43580656	-34,66437532	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	32	27/05/2017	1	19	2017	5	27	2017	5	27	sabado	sabado
2017-0069	1	24/05/2017	14:15	AV. GRAL. PAZ Y ULRICO SCHMIDL	AVENIDA	9	-58,52173071	-34,65997463	Moto	Sd	CONDUCTOR	MASCULINO	39	29/05/2017	1	14	2017	5	24	2017	5	29	miercoles	lunes
2017-0073	1	04/06/2017	9:00	AV. CORRIENTES Y ECUADOR	AVENIDA	3	-58,40781467	-34,60425669	Moto	Auto	CONDUCTOR	MASCULINO	19	04/06/2017	1	9	2017	6	4	2017	6	4	domingo	domingo
2017-0083	1	04/07/2017	0:25	AV. JUAN B ALBERDI Y GUARDIA NACIONAL	AVENIDA	9	-58,49603546	-34,64564271	Moto	Cargas	CONDUCTOR	MASCULINO	37	04/07/2017	2	0	2017	7	4	2017	7	4	martes	martes
2017-0091	1	15/07/2017	13:00	SUPERI Y AV. GRAL. PAZ	AVENIDA	12	-58,48671535	-34,54321216	Moto	Sd	CONDUCTOR	MASCULINO	58	15/07/2017	2	13	2017	7	15	2017	7	15	sabado	sabado
2017-0095	1	06/08/2017	8:00	AV. CORDOBA Y JERONIMO SALGUERO	AVENIDA	14	-58,41894306	-34,59778875	Moto	Auto	CONDUCTOR	MASCULINO	36	06/08/2017	2	8	2017	8	6	2017	8	6	domingo	domingo
2017-0107	1	01/09/2017	11:30	AV. DEL LIBERTADOR Y JARAMILLO	AVENIDA	13	-58,46062311	-34,54395182	Moto	Cargas	CONDUCTOR	MASCULINO	41	01/09/2017	2	11	2017	9	1	2017	9	1	viernes	viernes
2017-0109	1	04/09/2017	21:00	AV. DIRECTORIO Y PORTELA	AVENIDA	7	-58,47130269	-34,63665402	Moto	Auto	CONDUCTOR	MASCULINO	21	05/09/2017	2	21	2017	9	4	2017	9	5	lunes	martes
2017-0115	1	19/09/2017	18:52	AV. PAVON Y TREINTA Y TRES ORIENTALES	AVENIDA	5	-58,42182126	-34,63089661	Moto	Bicicleta	CONDUCTOR	MASCULINO	34	19/09/2017	2	18	2017	9	19	2017	9	19	martes	martes
2017-0116	1	20/09/2017	22:24	COLECTORA AV. GRAL. PAZ 5750	AVENIDA	12	-58,51389422	-34,58075791	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	22	20/09/2017	2	22	2017	9	20	2017	9	20	miercoles	miercoles
2017-0125	1	13/10/2017	6:12	AV. FERNANDEZ DE LA CRUZ Y LARRAYA	AVENIDA	8	-58,46622247	-34,67926929	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	29	13/10/2017	2	6	2017	10	13	2017	10	13	viernes	viernes
2017-0132	1	30/10/2017	14:00	COSQUIN Y AV. CNEL. ROCA	AVENIDA	8	-58,46552171	-34,6937413	Moto	Pasajeros	CONDUCTOR	MASCULINO	23	30/10/2017	2	14	2017	10	30	2017	10	30	lunes	lunes
2017-0135	1	07/11/2017	12:14	AV. WARNES Y PUNTA ARENAS	AVENIDA	15	-58,47032551	-34,59626814	Moto	Cargas	CONDUCTOR	MASCULINO	24	07/11/2017	2	12	2017	11	7	2017	11	7	martes	martes
2017-0147	1	28/11/2017	11:15	AV. GRAL. PAZ Y AV. EVA PERON	AVENIDA	9	-58,5025179	-34,67450313	Moto	Auto	CONDUCTOR	MASCULINO	49	28/11/2017	2	11	2017	11	28	2017	11	28	martes	martes
2017-0158	1	18/12/2017	21:30	GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ	AVENIDA	11	-58,52037476	-34,59407024	Moto	Auto	CONDUCTOR	MASCULINO	32	18/12/2017	2	21	2017	12	18	2017	12	18	lunes	lunes
2017-0159	1	20/12/2017	4:31	AV. INDEPENDENCIA Y VIRREY CEVALLOS	AVENIDA	1	-58,38896772	-34,61799615	Moto	Auto	CONDUCTOR	MASCULINO	27	20/12/2017	2	4	2017	12	20	2017	12	20	miercoles	miercoles
2018-0004	1	09/01/2018	9:40	Del Libertador Av. y Manzanares	AVENIDA	13	-58,46129513	-34,54332766	Moto	Multiple	CONDUCTOR	MASCULINO	39	09/01/2018	1	9	2018	1	9	2018	1	9	martes	martes
2018-0009	1	14/01/2018	2:00	Pilcomayo y Brown, Alte. Av.	AVENIDA	4	-58,36737389	-34,62763661	Moto	Moto	CONDUCTOR	MASCULINO	19	14/01/2018	1	2	2018	1	14	2018	1	14	domingo	domingo
2018-0013	1	28/01/2018	8:15	Congreso Av. y Galvan	AVENIDA	12	-58,48661286	-34,56786129	Moto	Auto	CONDUCTOR	MASCULINO	44	28/01/2018	1	8	2018	1	28	2018	1	28	domingo	domingo
2018-0016	1	15/02/2018	10:15	Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.	AVENIDA	1	-58,37533517	-34,59276462	Moto	Cargas	CONDUCTOR	MASCULINO	31	15/02/2018	1	10	2018	2	15	2018	2	15	jueves	jueves
2018-0022	1	24/02/2018	0:00	Montes De Oca, Manuel y Olavarria	AVENIDA	4	-58,37441153	-34,63966783	Moto	Cargas	CONDUCTOR	MASCULINO	28	24/02/2018	1	0	2018	2	24	2018	2	24	sabado	sabado
2018-0029	1	15/03/2018	18:00	Nazca Av. y Gaona Av.	AVENIDA	11	-58,47418944	-34,62049672	Moto	Auto	CONDUCTOR	MASCULINO	26	15/03/2018	1	18	2018	3	15	2018	3	15	jueves	jueves
2018-0030	1	20/03/2018	1:30	Plaza y Alvarez Thomas Av.	AVENIDA	15	-58,46720441	-34,57905579	Moto	Moto	CONDUCTOR	MASCULINO	24	20/03/2018	1	1	2018	3	20	2018	3	20	martes	martes
2018-0031	1	28/03/2018	10:15	Gaona Av. y Artigas, Jose Gervasio, Gral.	AVENIDA	11	-58,46909362	-34,6177971	Moto	Cargas	CONDUCTOR	MASCULINO	31	28/03/2018	1	10	2018	3	28	2018	3	28	miercoles	miercoles
2018-0036	1	13/04/2018	23:15	Av. San Martín y Argerich	AVENIDA	15	-58,49471482	-34,59694755	Moto	Auto	CONDUCTOR	MASCULINO	37	15/04/2018	1	23	2018	4	13	2018	4	15	viernes	domingo
2018-0043	1	28/04/2018	6:30	Vilardebo, Teodoro y Alvarez Jonte Av.	AVENIDA	11	-58,49122843	-34,61207587	Moto	Auto	CONDUCTOR	MASCULINO	25	29/04/2018	1	6	2018	4	28	2018	4	29	sabado	domingo
2018-0055	1	29/05/2018	7:30	Independencia Av. y Jujuy Av.	AVENIDA	3	-58,40351561	-34,61883916	Moto	Auto	CONDUCTOR	MASCULINO	21	29/05/2018	1	7	2018	5	29	2018	5	29	martes	martes
2018-0058	1	03/06/2018	6:30	Cordoba Av. y Thames	AVENIDA	15	-58,43531242	-34,59082159	Moto	Auto	CONDUCTOR	MASCULINO	26	13/06/2018	1	6	2018	6	3	2018	6	13	domingo	miercoles
2018-0059	1	08/06/2018	6:20	Garay, Juan De Av. y Sanchez De Loria	AVENIDA	5	-58,41178165	-34,63035454	Moto	Otro	CONDUCTOR	MASCULINO	54	08/06/2018	1	6	2018	6	8	2018	6	8	viernes	viernes
2018-0068	1	01/07/2018	9:00	Carabobo Av. y Alberdi, Juan Bautista Av.	AVENIDA	7	-58,45546217	-34,62930339	Moto	Auto	CONDUCTOR	MASCULINO	21	01/07/2018	2	9	2018	7	1	2018	7	1	domingo	domingo
2018-0071	1	10/07/2018	17:50	Moreno y Av. Huergo	AVENIDA	1	-58,36726348	-34,61099738	Moto	Cargas	CONDUCTOR	MASCULINO	42	10/07/2018	2	17	2018	7	10	2018	7	10	martes	martes
2018-0083	1	02/08/2018	5:20	Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.	AVENIDA	8	-58,47976785	-34,69153196	Moto	Cargas	CONDUCTOR	MASCULINO	42	02/08/2018	2	5	2018	8	2	2018	8	2	jueves	jueves
2018-0088	1	17/08/2018	16:36	Av. Gral. Paz y Av. Dr. Ricardo Balbín	AVENIDA	12	-58,5007381	-34,5497951	Moto	Cargas	CONDUCTOR	MASCULINO	42	17/08/2018	2	16	2018	8	17	2018	8	17	viernes	viernes
2018-0090	1	18/08/2018	10:34	27 De Febrero Av. y Pergamino	AVENIDA	8	-58,43284809	-34,67051543	Moto	Auto	CONDUCTOR	MASCULINO	27	18/08/2018	2	10	2018	8	18	2018	8	18	sabado	sabado
2018-0092	1	20/08/2018	8:20	Cordoba Av. y Gascon	AVENIDA	14	-58,4233693	-34,59774487	Moto	Auto	CONDUCTOR	MASCULINO	23	20/08/2018	2	8	2018	8	20	2018	8	20	lunes	lunes
2018-0106	1	04/10/2018	22:02	Figueroa Alcorta, Pres. Av. y Echeverria	AVENIDA	13	-58,43674281	-34,55161027	Moto	Moto	CONDUCTOR	MASCULINO	27	04/10/2018	2	22	2018	10	4	2018	10	4	jueves	jueves
2018-0108	1	09/10/2018	14:00	De Los Italianos Av. y Guemes, Macacha	AVENIDA	1	-58,36154069	-34,60463618	Moto	Auto	CONDUCTOR	MASCULINO	37	10/10/2018	2	14	2018	10	9	2018	10	10	martes	miercoles
2018-0114	1	30/10/2018	2:15	Solis e Independencia Av.	AVENIDA	1	-58,39032921	-34,61807951	Moto	Auto	CONDUCTOR	MASCULINO	23	30/10/2018	2	2	2018	10	30	2018	10	30	martes	martes
2018-0117	1	04/11/2018	8:15	Av. Eva Perón 5321	AVENIDA	9	-58,48266599	-34,66012327	Moto	Moto	CONDUCTOR	MASCULINO	30	08/11/2018	2	8	2018	11	4	2018	11	8	domingo	jueves
2018-0126	1	18/11/2018	12:11	Avda. General Paz y Cnel. Ramón Falcón	AVENIDA	9	-58,52994219	-34,64055918	Moto	Auto	CONDUCTOR	MASCULINO	27	23/11/2018	2	12	2018	11	18	2018	11	23	domingo	viernes
2018-0127	1	19/11/2018	9:14	Av. Gral. Paz y Av. de los Constituyentes	AVENIDA	12	-58,50993046	-34,56919739	Moto	Moto	CONDUCTOR	MASCULINO	29	19/11/2018	2	9	2018	11	19	2018	11	19	lunes	lunes
2018-0129	1	28/11/2018	4:01	Newbery, Jorge Av. y Guevara	AVENIDA	15	-58,45021367	-34,58695347	Moto	Pasajeros	CONDUCTOR	MASCULINO	37	30/11/2018	2	4	2018	11	28	2018	11	30	miercoles	viernes
2018-0130	1	03/12/2018	3:00	Gaona Av. y Segurola Av.	AVENIDA	10	-58,49022072	-34,62770192	Moto	Pasajeros	CONDUCTOR	MASCULINO	42	03/12/2018	2	3	2018	12	3	2018	12	3	lunes	lunes
2018-0131	1	07/12/2018	19:10	Madero, Eduardo Av. 550	AVENIDA	1	-58,36860866	-34,60106568	Moto	Cargas	CONDUCTOR	MASCULINO	29	07/12/2018	2	19	2018	12	7	2018	12	7	viernes	viernes
2018-0143	1	29/12/2018	5:25	Olivera Av. y Alberdi, Juan Bautista Av.	AVENIDA	10	-58,48606475	-34,64047818	Moto	Auto	CONDUCTOR	MASCULINO	22	29/12/2018	2	5	2018	12	29	2018	12	29	sabado	sabado
2019-0001	1	08/01/2019	8:30	CASTILLO, RAMON S., PRES. AV. Y CALLE 12	AVENIDA	2	-58,38526125	-34,5780581	Moto	Cargas	CONDUCTOR	MASCULINO	25	08/01/2019	1	8	2019	1	8	2019	1	8	martes	martes
2019-0003	1	12/01/2019	8:00	SAN MARTIN AV. Y TERRADA	AVENIDA	15	-58,49121672	-34,59718073	Moto	Auto	CONDUCTOR	MASCULINO	23	12/01/2019	1	8	2019	1	12	2019	1	12	sabado	sabado
2019-0005	1	19/01/2019	12:00	JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.	AVENIDA	10	-58,52108101	-34,63382309	Moto	Cargas	CONDUCTOR	MASCULINO	43	19/01/2019	1	12	2019	1	19	2019	1	19	sabado	sabado
2019-0008	1	30/01/2019	22:45	PAZ, GRAL. AV. 16080	AVENIDA	8	-58,47802293	-34,69156793	Moto	Multiple	CONDUCTOR	MASCULINO	42	31/01/2019	1	22	2019	1	30	2019	1	31	miercoles	jueves
2019-0009	1	31/01/2019	14:55	CHACABUCO Y SAN JUAN AV.	AVENIDA	1	-58,37564821	-34,62200207	Moto	Auto	CONDUCTOR	MASCULINO	34	31/01/2019	1	14	2019	1	31	2019	1	31	jueves	jueves
2019-0012	1	17/02/2019	3:16	CASTAÑARES AV. Y GORDILLO, TIMOTEO	AVENIDA	8	-58,48432691	-34,67665828	Moto	Auto	CONDUCTOR	MASCULINO	31	20/02/2019	1	3	2019	2	17	2019	2	20	domingo	miercoles
2019-0019	1	06/03/2019	12:00	DEL LIBERTADOR AV. 6326	AVENIDA	13	-58,45049163	-34,55374003	Moto	Auto	CONDUCTOR	MASCULINO	42	26/03/2019	1	12	2019	3	6	2019	3	26	miercoles	martes
2019-0020	1	07/03/2019	21:01	CHICLANA AV. 3444	AVENIDA	5	-58,41288952	-34,63572989	Moto	Auto	CONDUCTOR	MASCULINO	43	07/03/2019	1	21	2019	3	7	2019	3	7	jueves	jueves
2019-0021	1	15/03/2019	22:50	BOYACA AV. Y YERBAL	AVENIDA	7	-58,45743597	-34,62561234	Moto	Auto	CONDUCTOR	MASCULINO	23	16/03/2019	1	22	2019	3	15	2019	3	16	viernes	sabado
2019-0024	1	19/03/2019	7:12	ANTARTIDA ARGENTINA AV. 1325	AVENIDA	1	-58,37208118	-34,58541957	Moto	Cargas	CONDUCTOR	MASCULINO	32	19/03/2019	1	7	2019	3	19	2019	3	19	martes	martes
2019-0029	1	07/04/2019	10:15	FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.	AVENIDA	8	-58,47976785	-34,69153196	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	27	07/04/2019	1	10	2019	4	7	2019	4	7	domingo	domingo
2019-0034	1	21/04/2019	9:08	MORENO, PERITO AV. 3050	AVENIDA	7	-58,45537373	-34,65093074	Moto	Objeto Fijo	CONDUCTOR	MASCULINO	42	21/04/2019	1	9	2019	4	21	2019	4	21	domingo	domingo
2019-0037	1	01/05/2019	23:10	LA RIOJA E INDEPENDENCIA AV.	AVENIDA	3	-58,40778291	-34,61971907	Moto	Auto	CONDUCTOR	MASCULINO	17	01/05/2019	1	23	2019	5	1	2019	5	1	miercoles	miercoles
2019-0039	1	09/05/2019	3:05	SAN PEDRITO AV. Y DIRECTORIO AV.	AVENIDA	7	-58,46749188	-34,63551751	Moto	Auto	CONDUCTOR	MASCULINO	28	09/05/2019	1	3	2019	5	9	2019	5	9	jueves	jueves
2019-0045	1	03/06/2019	7:27	DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA	AVENIDA	14	-58,41316147	-34,57579669	Moto	Cargas	CONDUCTOR	MASCULINO	33	03/06/2019	1	7	2019	6	3	2019	6	3	lunes	lunes
