Id,N_Victimas,Fecha_Siniestro,Hora,Lugar_Del_Hecho,Tipo_De_Calle,Comuna,Pos_X,Pos_Y,Victima,Acusado,Barrios,Rol,Sexo,Edad,Fecha_Fallecimiento,Semestre,Hora_Siniestro,Anio_Siniestro,Mes_Siniestro,Dia_Siniestro,Anio_Fallecimiento,Mes_Fallecimiento,Dia_Fallecimiento,Dia_Semana_Siniestro,Dia_Semana_Fallecimiento
2021-0045,1,2021-05-26,17:24:00,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,4,-58.37709334,-34.64035082,Moto,Multiple,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,22,2021-05-26,1,17,2021,5,26,2021,5,26,miÃ©rcoles,miÃ©rcoles
2021-0046,1,2021-05-31,02:00:00,EL CANO AV. Y GUZMAN AV.,AVENIDA,15,-58.46033141,-34.58569883,Auto,Objeto Fijo,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PASAJERO_ACOMPAÑANTE,MASCULINO,20,2021-05-31,1,2,2021,5,31,2021,5,31,lunes,lunes
2021-0047,1,2021-06-02,16:00:00,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.42190745,-34.65633192,Moto,Auto,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,59,2021-06-02,1,16,2021,6,2,2021,6,2,miÃ©rcoles,miÃ©rcoles
2021-0048,1,2021-06-03,09:58:00,CAPDEVILLA Y CONGRESO AV.,AVENIDA,12,-58.49026573,-34.5698141,Bicicleta,Auto,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CICLISTA,MASCULINO,44,2021-06-23,1,9,2021,6,3,2021,6,23,jueves,miÃ©rcoles
2021-0049,1,2021-06-03,20:30:00,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,8,-58.45410344,-34.66902702,Auto,Auto,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,74,2021-06-03,1,20,2021,6,3,2021,6,3,jueves,jueves
2021-0050,1,2021-06-10,13:30:00,DEL LIBERTADOR AV. 5958,AVENIDA,13,-58.44751621,-34.55719892,Moto,Pasajeros,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,56,2021-06-10,1,13,2021,6,10,2021,6,10,jueves,jueves
2021-0051,1,2021-06-15,19:20:00,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,4,-58.42040352,-34.66005171,Peaton,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,MASCULINO,73,2021-06-16,1,19,2021,6,15,2021,6,16,martes,miÃ©rcoles
2021-0052,1,2021-06-20,05:40:00,"PAZ, GRAL. AV. 14723",AVENIDA,8,-58.49530249,-34.68010798,Moto,Objeto Fijo,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",PASAJERO_ACOMPAÑANTE,FEMENINO,19,2021-06-20,1,5,2021,6,20,2021,6,20,domingo,domingo
2021-0053,1,2021-06-20,12:00:00,CORRIENTES AV. 5783,AVENIDA,15,-58.44399875,-34.5947736,Peaton,Bicicleta,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PEATON,MASCULINO,58,2021-06-30,1,12,2021,6,20,2021,6,30,domingo,miÃ©rcoles
2021-0054,1,2021-06-22,14:44:00,TABARE Y EREZCANO,CALLE,4,-58.42759813,-34.65463857,Moto,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,41,2021-06-22,1,14,2021,6,22,2021,6,22,martes,martes
2021-0055,1,2021-06-29,12:20:00,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,3,-58.40547222,-34.60456293,Moto,Cargas,"['Balvanera', 'San Cristóbal']",PASAJERO_ACOMPAÑANTE,MASCULINO,47,2021-06-29,1,12,2021,6,29,2021,6,29,martes,martes
2021-0056,1,2021-07-09,23:25:00,"CORRALES Y MORENO, PERITO AV.",AVENIDA,4,-58.42473018,-34.6500828,Bicicleta,Auto,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CICLISTA,MASCULINO,60,2021-07-09,2,23,2021,7,9,2021,7,9,viernes,viernes
2021-0057,1,2021-07-10,23:30:00,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,2,-58.39257023,-34.57563957,Auto,Objeto Fijo,['Recoleta'],CONDUCTOR,MASCULINO,46,2021-07-10,2,23,2021,7,10,2021,7,10,sÃ¡bado,sÃ¡bado
2021-0058,1,2021-07-21,00:40:00,AV. GRAL. PAZ Y VEDIA,AVENIDA,12,-58.48941042,-34.54596153,Peaton,Auto,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",PEATON,MASCULINO,24,2021-07-21,2,0,2021,7,21,2021,7,21,miÃ©rcoles,miÃ©rcoles
2021-0059,1,2021-07-22,01:20:00,"GARAY, JUAN DE AV. 2269",AVENIDA,3,-58.3964074,-34.62783085,Auto,Objeto Fijo,"['Balvanera', 'San Cristóbal']",PASAJERO_ACOMPAÑANTE,FEMENINO,44,2021-07-22,2,1,2021,7,22,2021,7,22,jueves,jueves
2021-0060,1,2021-07-22,12:30:00,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,5,-58.41971993,-34.6111224,Peaton,Pasajeros,"['Almagro', 'Boedo']",PEATON,FEMENINO,80,2021-07-22,2,12,2021,7,22,2021,7,22,jueves,jueves
2021-0061,1,2021-07-24,09:15:00,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.40544588,-34.65012801,Peaton,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,FEMENINO,55,2021-07-24,2,9,2021,7,24,2021,7,24,sÃ¡bado,sÃ¡bado
2021-0062,1,2021-07-27,07:16:00,LA PLATA AV. 2723,AVENIDA,4,-58.42003882,-34.64645957,Auto,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,73,2021-07-27,2,7,2021,7,27,2021,7,27,martes,martes
2021-0063,1,2021-08-02,04:40:00,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,7,-58.46851293,-34.63348678,Auto,Auto,"['Flores', 'Parque Chacabuco']",PASAJERO_ACOMPAÑANTE,FEMENINO,31,2021-08-02,2,4,2021,8,2,2021,8,2,lunes,lunes
2021-0064,1,2021-08-02,20:00:00,"PAZ, GRAL. AV. Y TONELERO",AVENIDA,9,-58.52931141,-34.65422917,Peaton,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,37,2021-08-03,2,20,2021,8,2,2021,8,3,lunes,martes
2021-0065,1,2021-08-06,08:30:00,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,6,-58.42675754,-34.6269973,Peaton,Pasajeros,['Caballito'],PEATON,FEMENINO,63,2021-08-10,2,8,2021,8,6,2021,8,10,viernes,martes
2021-0066,1,2021-08-06,20:00:00,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,11,-58.52933723,-34.61098186,Peaton,Pasajeros,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",PEATON,MASCULINO,59,2021-08-09,2,20,2021,8,6,2021,8,9,viernes,lunes
2021-0067,1,2021-08-08,09:29:00,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,1,-58.37910943,-34.62764718,Moto,Objeto Fijo,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CONDUCTOR,MASCULINO,27,2021-08-08,2,9,2021,8,8,2021,8,8,domingo,domingo
2021-0068,1,2021-08-15,06:10:00,"BEIRO, FRANCISCO AV. 5071",AVENIDA,11,-58.52161176,-34.61164474,Moto,Objeto Fijo,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CONDUCTOR,MASCULINO,39,2021-08-15,2,6,2021,8,15,2021,8,15,domingo,domingo
2021-0069,1,2021-08-20,17:15:00,AV. SANTA FE 3428,AVENIDA,14,-58.41354692,-34.5869768,Peaton,Auto,['Palermo'],PEATON,MASCULINO,17,2021-08-21,2,17,2021,8,20,2021,8,21,viernes,sÃ¡bado
2021-0070,1,2021-08-28,08:30:00,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,8,-58.43960781,-34.65470804,Moto,Cargas,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,31,2021-08-28,2,8,2021,8,28,2021,8,28,sÃ¡bado,sÃ¡bado
2021-0071,1,2021-08-31,16:00:00,SAN LUIS 2730,CALLE,3,-58.4045461,-34.60003693,Peaton,Moto,"['Balvanera', 'San Cristóbal']",PEATON,MASCULINO,88,2021-09-01,2,16,2021,8,31,2021,9,1,martes,miÃ©rcoles
2021-0072,1,2021-09-01,19:10:00,CALLAO AV. Y PARAGUAY,AVENIDA,2,-58.39303911,-34.59871111,Peaton,Auto,['Recoleta'],PEATON,FEMENINO,57,2021-09-01,2,19,2021,9,1,2021,9,1,miÃ©rcoles,miÃ©rcoles
2021-0073,1,2021-09-18,12:20:00,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,2,-58.39391034,-34.58405348,Bicicleta,Auto,['Recoleta'],CICLISTA,FEMENINO,76,2021-09-18,2,12,2021,9,18,2021,9,18,sÃ¡bado,sÃ¡bado
2021-0074,1,2021-09-20,15:00:00,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",AVENIDA,12,-58.5007381,-34.5497951,Moto,Multiple,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,55,2021-09-20,2,15,2021,9,20,2021,9,20,lunes,lunes
2021-0075,1,2021-09-21,14:30:00,SALTA Y BRASIL,CALLE,1,-58.38281301,-34.62786038,Peaton,Cargas,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,65,2021-09-21,2,14,2021,9,21,2021,9,21,martes,martes
2021-0076,1,2021-10-16,06:15:00,"MORENO, PERITO AV. 2152",AVENIDA,7,-58.43980799,-34.65094083,Moto,Objeto Fijo,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,31,2021-10-16,2,6,2021,10,16,2021,10,16,sÃ¡bado,sÃ¡bado
2021-0077,1,2021-10-18,07:20:00,DIRECTORIO AV. 1169,AVENIDA,6,-58.44402387,-34.62933109,Moto,Cargas,['Caballito'],CONDUCTOR,FEMENINO,31,2021-10-18,2,7,2021,10,18,2021,10,18,lunes,lunes
2021-0078,1,2021-10-23,06:35:00,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6,-58.42779702,-34.62207347,Moto,Pasajeros,['Caballito'],CONDUCTOR,MASCULINO,22,2021-10-23,2,6,2021,10,23,2021,10,23,sÃ¡bado,sÃ¡bado
2021-0079,1,2021-10-25,03:30:00,TUCUMAN 3112,CALLE,3,-58.40944147,-34.60097942,Peaton,Auto,"['Balvanera', 'San Cristóbal']",PEATON,MASCULINO,42,2021-10-25,2,3,2021,10,25,2021,10,25,lunes,lunes
2021-0080,1,2021-10-28,16:16:00,ARENALES Y 9 DE JULIO AV.,AVENIDA,1,-58.38277479,-34.5943016,Moto,Auto,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CONDUCTOR,MASCULINO,32,2021-10-28,2,16,2021,10,28,2021,10,28,jueves,jueves
2021-0081,1,2021-11-02,13:35:00,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4,-58.37627355,-34.63800916,Moto,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,26,2021-11-02,2,13,2021,11,2,2021,11,2,martes,martes
2021-0082,1,2021-11-06,04:39:00,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3,-58.39591856,-34.62453459,Moto,Auto,"['Balvanera', 'San Cristóbal']",CONDUCTOR,MASCULINO,38,2021-11-06,2,4,2021,11,6,2021,11,6,sÃ¡bado,sÃ¡bado
2021-0083,1,2021-11-09,00:35:00,CABILDO AV. Y OLAZABAL,AVENIDA,13,-58.45829717,-34.56015762,Moto,Auto,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,30,2021-11-09,2,0,2021,11,9,2021,11,9,martes,martes
2021-0084,1,2021-11-11,03:00:00,TAPALQUE Y BRUIX AV.,AVENIDA,9,-58.49142611,-34.64584795,Auto,Objeto Fijo,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CONDUCTOR,MASCULINO,32,2021-11-11,2,3,2021,11,11,2021,11,11,jueves,jueves
2021-0085,1,2021-11-20,18:30:00,"PAZ, GRAL. AV. Y EZEIZA",AVENIDA,12,-58.51271409,-34.57786555,Moto,Objeto Fijo,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,49,2021-11-20,2,18,2021,11,20,2021,11,20,sÃ¡bado,sÃ¡bado
2021-0086,1,2021-11-25,10:10:00,RIVADAVIA AV. Y PUAN,AVENIDA,6,-58.44864864,-34.62352826,Peaton,Pasajeros,['Caballito'],PEATON,MASCULINO,75,2021-11-25,2,10,2021,11,25,2021,11,25,jueves,jueves
2021-0087,1,2021-11-27,11:22:00,ESMERALDA 1359,CALLE,1,-58.37795815,-34.59167894,Peaton,Bicicleta,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,FEMENINO,73,2021-11-27,2,11,2021,11,27,2021,11,27,sÃ¡bado,sÃ¡bado
2021-0088,1,2021-12-01,15:40:00,AV. MOROE Y 3 DE FEBRERO,CALLE,13,-58.45531707,-34.55555257,Moto,Auto,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,45,2021-12-07,2,15,2021,12,1,2021,12,7,miÃ©rcoles,martes
2021-0089,1,2021-12-02,01:10:00,AV. GAONA 3655,AVENIDA,11,-58.47633683,-34.62140594,Moto,Auto,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CONDUCTOR,MASCULINO,41,2021-12-11,2,1,2021,12,2,2021,12,11,jueves,sÃ¡bado
2021-0090,1,2021-12-10,11:45:00,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1,-58.38188582,-34.60256036,Peaton,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,73,2022-01-03,2,11,2021,12,10,2022,1,3,viernes,lunes
2021-0091,1,2021-12-11,23:00:00,BAIGORRIA Y VICTOR HUGO,CALLE,10,-58.51989389,-34.62284918,Moto,Auto,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CONDUCTOR,MASCULINO,24,2021-12-11,2,23,2021,12,11,2021,12,11,sÃ¡bado,sÃ¡bado
2021-0092,1,2021-12-12,06:20:00,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3,-58.4059686,-34.61011987,Peaton,Auto,"['Balvanera', 'San Cristóbal']",PEATON,FEMENINO,50,2021-12-12,2,6,2021,12,12,2021,12,12,domingo,domingo
2021-0093,1,2021-12-13,17:10:00,AV. RIESTRA Y MOM,AVENIDA,7,-58.43353773,-34.64561636,Moto,Auto,"['Flores', 'Parque Chacabuco']",PASAJERO_ACOMPAÑANTE,FEMENINO,18,2021-12-18,2,17,2021,12,13,2021,12,18,lunes,sÃ¡bado
2021-0094,1,2021-12-20,01:10:00,AU DELLEPIANE Y LACARRA,AUTOPISTA,9,-58.46739825,-34.65117757,Moto,Auto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PASAJERO_ACOMPAÑANTE,FEMENINO,43,2021-12-20,2,1,2021,12,20,2021,12,20,lunes,lunes
2021-0095,1,2021-12-30,00:43:00,AV. GAONA Y TERRADA,AVENIDA,11,-58.47293407,-34.61984745,Moto,Cargas,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CONDUCTOR,MASCULINO,27,2022-01-02,2,0,2021,12,30,2022,1,2,jueves,domingo
2021-0096,1,2021-12-15,10:30:00,AV. EVA PERON 4071,AVENIDA,9,-58.47066794,-34.65021673,Auto,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CONDUCTOR,MASCULINO,60,2021-12-20,2,10,2021,12,15,2021,12,20,miÃ©rcoles,lunes
2021-0097,1,2021-11-18,06:10:00,PADRE CARLOS MUJICA 709,CALLE,1,-58.37976155,-34.58679619,Bicicleta,Auto,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CICLISTA,MASCULINO,53,2021-11-19,2,6,2021,11,18,2021,11,19,jueves,viernes
